Package Name,Dependant,Current,Wanted,Latest,Type,Critical,High,Moderate,Low,Info,Workspace,URL
,im-evolok,4.0.0,4.2.1,5.0.3,devDependencies,false,false,false,false,false,,https://github.immediate.co.uk/WCP-Packages/im-pack
,im-step-by-step,1.7.1,1.7.1,5.0.3,dependencies,false,false,false,false,false,,https://github.immediate.co.uk/WCP-Packages/im-pack
,im-wp-core,2.0.0,2.0.0,5.0.3,devDependencies,false,false,false,false,false,,https://github.immediate.co.uk/WCP-Packages/im-pack
,site-config-service,1.6.0,1.7.1,5.0.3,devDependencies,false,false,false,false,false,,https://github.immediate.co.uk/WCP-Packages/im-pack
@immediate_media/logger,im-fabric-ui-automation-framework,3.0.1,3.5.0,4.0.0,dependencies,false,false,false,false,false,,https://github.immediate.co.uk/WCP-Packages/logger
,im-platform-openid-connect,3.3.0,3.5.0,4.0.0,dependencies,false,false,false,false,false,,https://github.immediate.co.uk/WCP-Packages/logger
@immediate_media/next-current-url,my-hub,4.0.1,4.0.3,4.0.3,dependencies,false,false,false,false,false,,https://github.immediate.co.uk/WCP-Packages/next-current-url
,post-creator,4.0.1,4.0.3,4.0.3,dependencies,false,false,false,false,false,,https://github.immediate.co.uk/WCP-Packages/next-current-url
@immediate_media/next-link-adapter,my-hub,2.0.1,2.0.3,2.0.3,dependencies,false,false,false,false,false,,https://github.immediate.co.uk/WCP-Packages/next-link-adapter
,post-creator,2.0.1,2.0.3,2.0.3,dependencies,false,false,false,false,false,,https://github.immediate.co.uk/WCP-Packages/next-link-adapter
@immediate_media/pocket-hooks,post-creator,7.1.2,7.2.1,7.2.1,dependencies,false,false,false,false,false,,git@github.immediate.co.uk:WCP-Packages/pockets.git
,reactions,7.1.2,7.2.1,7.2.1,devDependencies,false,false,false,false,false,,git@github.immediate.co.uk:WCP-Packages/pockets.git
,wcp-core,7.2.0,7.2.1,7.2.1,dependencies,false,false,false,false,false,,git@github.immediate.co.uk:WCP-Packages/pockets.git
@immediate_media/reactions,wcp-core,8.3.1,8.3.2,8.3.2,dependencies,false,false,false,false,false,,https://github.immediate.co.uk/WCP-Packages/reactions
@immediate_media/semantic-release-config,fabric-api-clients,1.0.0,1.1.2,1.1.2,devDependencies,false,false,false,false,false,,https://github.immediate.co.uk/WCP-Packages/semantic-release-config
@immediate_media/site-config-service,im-platform-openid-connect,2.0.0,2.0.0,3.0.4,dependencies,false,false,false,false,false,@immediate_media/storybook,https://github.immediate.co.uk/WCP-Packages/site-config-service
,my-hub,3.0.2,3.0.4,3.0.4,dependencies,false,false,false,false,false,,https://github.immediate.co.uk/WCP-Packages/site-config-service
,patchwork,3.0.2,3.0.4,3.0.4,dependencies,false,false,false,false,false,,https://github.immediate.co.uk/WCP-Packages/site-config-service
,post-creator,3.0.2,3.0.4,3.0.4,dependencies,false,false,false,false,false,,https://github.immediate.co.uk/WCP-Packages/site-config-service
,recipes-frontend,3.0.2,3.0.4,3.0.4,dependencies,false,false,false,false,false,,https://github.immediate.co.uk/WCP-Packages/site-config-service
,web-bff,3.0.2,3.0.4,3.0.4,dependencies,false,false,false,false,false,,https://github.immediate.co.uk/WCP-Packages/site-config-service
@immediate_media/speedcurve-lux,my-hub,2.2.1,2.2.2,2.2.2,dependencies,false,false,false,false,false,,https://github.immediate.co.uk/WCP-Packages/speedcurve-lux
,post-creator,2.2.1,2.2.2,2.2.2,dependencies,false,false,false,false,false,,https://github.immediate.co.uk/WCP-Packages/speedcurve-lux
,recipes-frontend,2.2.1,2.2.2,2.2.2,dependencies,false,false,false,false,false,,https://github.immediate.co.uk/WCP-Packages/speedcurve-lux
@immediate_media/universal-fetch,dynamic-related-content,4.0.2,4.1.2,4.1.2,dependencies,false,false,false,false,false,,https://github.immediate.co.uk/WCP-Packages/universal-fetch
,im-platform-openid-connect,3.0.0,3.0.0,4.1.2,dependencies,false,false,false,false,false,,https://github.immediate.co.uk/WCP-Packages/universal-fetch
,react-use-pagination-hook,4.0.2,4.1.2,4.1.2,dependencies,false,false,false,false,false,,https://github.immediate.co.uk/WCP-Packages/universal-fetch
,web-bff,4.1.0,4.1.2,4.1.2,dependencies,false,false,false,false,false,,https://github.immediate.co.uk/WCP-Packages/universal-fetch
@immediate_media/web-bff,my-hub,13.1.1,13.4.0,13.4.0,dependencies,false,false,false,false,false,,https://github.immediate.co.uk/WCP-Packages/web-bff
,post-creator,13.1.0,13.4.0,13.4.0,dependencies,false,false,false,false,false,,https://github.immediate.co.uk/WCP-Packages/web-bff
,static-component-generator,12.11.7,12.26.0,13.4.0,devDependencies,false,false,false,false,false,,https://github.immediate.co.uk/WCP-Packages/web-bff
@next/bundle-analyzer,my-hub,9.4.4,9.5.5,10.0.3,dependencies,false,false,false,false,false,,https://github.com/vercel/next.js#readme
,post-creator,9.4.4,9.5.5,10.0.3,dependencies,false,false,false,false,false,,https://github.com/vercel/next.js#readme
,recipes-frontend,9.4.2,9.5.5,10.0.3,dependencies,false,false,false,false,false,,https://github.com/vercel/next.js#readme
@nuxt/friendly-errors-webpack-plugin,im-pack,2.4.0,2.5.0,2.5.0,dependencies,false,false,false,false,false,,https://github.com/nuxt/friendly-errors-webpack-plugin#readme
@semantic-release/github,semantic-release-config,7.0.7,7.2.0,7.2.0,dependencies,false,false,false,false,false,,https://github.com/semantic-release/github#readme
@semantic-release/npm,semantic-release-config,7.0.5,7.0.9,7.0.9,dependencies,false,false,false,false,false,,https://github.com/semantic-release/npm#readme
@storybook/addon-a11y,patchwork,5.3.19,5.3.21,6.1.10,devDependencies,false,false,false,false,false,@immediate_media/storybook,https://github.com/storybookjs/storybook#readme
@storybook/addon-actions,im-editorial-ratings,3.4.10,3.4.12,6.1.10,devDependencies,false,false,false,false,false,@immediate_media/storybook,https://github.com/storybookjs/storybook/tree/master/addons/actions
,im-products,3.4.10,3.4.12,6.1.10,devDependencies,false,false,false,false,false,,https://github.com/storybookjs/storybook/tree/master/addons/actions
,im-products-detail,3.4.10,3.4.12,6.1.10,devDependencies,false,false,false,false,false,,https://github.com/storybookjs/storybook/tree/master/addons/actions
,patchwork,5.3.19,5.3.21,6.1.10,devDependencies,false,false,false,false,false,,https://github.com/storybookjs/storybook/tree/master/addons/actions
@storybook/addon-backgrounds,im-editorial-ratings,3.4.10,3.4.12,6.1.10,devDependencies,false,false,false,false,false,,https://github.com/storybookjs/storybook/tree/master/addons/backgrounds
,im-products,3.4.10,3.4.12,6.1.10,devDependencies,false,false,false,false,false,,https://github.com/storybookjs/storybook/tree/master/addons/backgrounds
,im-products-detail,3.4.10,3.4.12,6.1.10,devDependencies,false,false,false,false,false,,https://github.com/storybookjs/storybook/tree/master/addons/backgrounds
@storybook/addon-console,patchwork,1.2.1,1.2.2,1.2.2,devDependencies,false,false,false,false,false,@immediate_media/storybook,https://github.com/storybooks/storybook-addon-console
@storybook/addon-info,im-editorial-ratings,3.4.10,3.4.12,5.3.21,devDependencies,false,false,false,false,false,,https://github.com/storybookjs/storybook/tree/master/addons/info
,im-products,3.4.10,3.4.12,5.3.21,devDependencies,false,false,false,false,false,,https://github.com/storybookjs/storybook/tree/master/addons/info
,im-products-detail,3.4.10,3.4.12,5.3.21,devDependencies,false,false,false,false,false,,https://github.com/storybookjs/storybook/tree/master/addons/info
@storybook/addon-knobs,im-editorial-ratings,3.4.10,3.4.12,6.1.10,devDependencies,false,false,false,false,false,@immediate_media/storybook,https://github.com/storybookjs/storybook/tree/master/addons/knobs
,im-products,3.4.10,3.4.12,6.1.10,devDependencies,false,false,false,false,false,,https://github.com/storybookjs/storybook/tree/master/addons/knobs
,im-products-detail,3.4.10,3.4.12,6.1.10,devDependencies,false,false,false,false,false,,https://github.com/storybookjs/storybook/tree/master/addons/knobs
,patchwork,5.3.19,5.3.21,6.1.10,devDependencies,false,false,false,false,false,,https://github.com/storybookjs/storybook/tree/master/addons/knobs
@storybook/addon-links,im-editorial-ratings,3.4.10,3.4.12,6.1.10,devDependencies,false,false,false,false,false,,https://github.com/storybookjs/storybook/tree/master/addons/links
,im-products,3.4.10,3.4.12,6.1.10,devDependencies,false,false,false,false,false,,https://github.com/storybookjs/storybook/tree/master/addons/links
,im-products-detail,3.4.10,3.4.12,6.1.10,devDependencies,false,false,false,false,false,,https://github.com/storybookjs/storybook/tree/master/addons/links
@storybook/addon-notes,im-editorial-ratings,3.4.10,3.4.12,5.3.21,devDependencies,false,false,false,false,false,@immediate_media/storybook,https://github.com/storybookjs/storybook/tree/master/addons/notes
,im-products,3.4.10,3.4.12,5.3.21,devDependencies,false,false,false,false,false,,https://github.com/storybookjs/storybook/tree/master/addons/notes
,im-products-detail,3.4.10,3.4.12,5.3.21,devDependencies,false,false,false,false,false,,https://github.com/storybookjs/storybook/tree/master/addons/notes
,patchwork,5.3.19,5.3.21,5.3.21,devDependencies,false,false,false,false,false,,https://github.com/storybookjs/storybook/tree/master/addons/notes
@storybook/addon-viewport,im-editorial-ratings,3.4.10,3.4.12,6.1.10,devDependencies,false,false,false,false,false,@immediate_media/storybook,https://github.com/storybookjs/storybook/tree/master/addons/viewport
,im-products,3.4.10,3.4.12,6.1.10,devDependencies,false,false,false,false,false,,https://github.com/storybookjs/storybook/tree/master/addons/viewport
,im-products-detail,3.4.10,3.4.12,6.1.10,devDependencies,false,false,false,false,false,,https://github.com/storybookjs/storybook/tree/master/addons/viewport
,patchwork,5.3.19,5.3.21,6.1.10,devDependencies,false,false,false,false,false,,https://github.com/storybookjs/storybook/tree/master/addons/viewport
@storybook/addons,im-editorial-ratings,3.4.10,3.4.12,6.1.10,devDependencies,false,false,false,false,false,,https://github.com/storybookjs/storybook/tree/master/lib/addons
,im-products,3.4.10,3.4.12,6.1.10,devDependencies,false,false,false,false,false,,https://github.com/storybookjs/storybook/tree/master/lib/addons
,im-products-detail,3.4.10,3.4.12,6.1.10,devDependencies,false,false,false,false,false,,https://github.com/storybookjs/storybook/tree/master/lib/addons
@storybook/core,patchwork,5.3.19,5.3.21,6.1.10,devDependencies,false,false,false,false,false,@immediate_media/storybook,https://github.com/storybookjs/storybook/tree/master/lib/core
@storybook/react,im-editorial-ratings,3.4.12,3.4.12,6.1.10,devDependencies,false,false,false,false,false,@immediate_media/storybook,https://github.com/storybookjs/storybook/tree/master/app/react
,im-products,3.4.10,3.4.12,6.1.10,devDependencies,false,false,false,false,false,,https://github.com/storybookjs/storybook/tree/master/app/react
,im-products-detail,3.4.10,3.4.12,6.1.10,devDependencies,false,false,false,false,false,,https://github.com/storybookjs/storybook/tree/master/app/react
,patchwork,5.3.19,5.3.21,6.1.10,devDependencies,false,false,false,false,false,,https://github.com/storybookjs/storybook/tree/master/app/react
@stryker-mutator/babel-transpiler,permutive,2.5.0,2.5.0,4.0.0,devDependencies,false,false,false,false,false,,https://github.com/stryker-mutator/stryker/tree/master/packages/babel-transpiler#readme
,speedcurve-lux,2.5.0,2.5.0,4.0.0,devDependencies,false,false,false,false,false,,https://github.com/stryker-mutator/stryker/tree/master/packages/babel-transpiler#readme
,web-bff,2.5.0,2.5.0,4.0.0,devDependencies,false,false,false,false,false,,https://github.com/stryker-mutator/stryker/tree/master/packages/babel-transpiler#readme
@stryker-mutator/core,permutive,2.5.0,2.5.0,4.1.2,devDependencies,false,false,false,false,false,,https://github.com/stryker-mutator/stryker/tree/master/packages/core#readme
,reactions,3.3.1,3.3.1,4.1.2,devDependencies,false,false,false,false,false,,https://github.com/stryker-mutator/stryker/tree/master/packages/core#readme
,speedcurve-lux,2.5.0,2.5.0,4.1.2,devDependencies,false,false,false,false,false,,https://github.com/stryker-mutator/stryker/tree/master/packages/core#readme
,web-bff,2.5.0,2.5.0,4.1.2,devDependencies,false,false,false,false,false,,https://github.com/stryker-mutator/stryker/tree/master/packages/core#readme
@stryker-mutator/html-reporter,permutive,2.5.0,2.5.0,3.1.0,devDependencies,false,false,false,false,false,,https://github.com/stryker-mutator/stryker/tree/master/packages/html-reporter#readme
,speedcurve-lux,2.5.0,2.5.0,3.1.0,devDependencies,false,false,false,false,false,,https://github.com/stryker-mutator/stryker/tree/master/packages/html-reporter#readme
,web-bff,2.5.0,2.5.0,3.1.0,devDependencies,false,false,false,false,false,,https://github.com/stryker-mutator/stryker/tree/master/packages/html-reporter#readme
@stryker-mutator/javascript-mutator,permutive,2.5.0,2.5.0,4.0.0,devDependencies,false,false,false,false,false,,https://github.com/stryker-mutator/stryker/tree/master/packages/javascript-mutator#readme
,reactions,3.3.1,3.3.1,4.0.0,devDependencies,false,false,false,false,false,,https://github.com/stryker-mutator/stryker/tree/master/packages/javascript-mutator#readme
,speedcurve-lux,2.5.0,2.5.0,4.0.0,devDependencies,false,false,false,false,false,,https://github.com/stryker-mutator/stryker/tree/master/packages/javascript-mutator#readme
,web-bff,2.5.0,2.5.0,4.0.0,devDependencies,false,false,false,false,false,,https://github.com/stryker-mutator/stryker/tree/master/packages/javascript-mutator#readme
@stryker-mutator/jest-runner,permutive,2.5.0,2.5.0,4.1.2,devDependencies,false,false,false,false,false,,https://github.com/stryker-mutator/stryker/tree/master/packages/jest-runner#readme
,reactions,3.3.1,3.3.1,4.1.2,devDependencies,false,false,false,false,false,,https://github.com/stryker-mutator/stryker/tree/master/packages/jest-runner#readme
,speedcurve-lux,2.5.0,2.5.0,4.1.2,devDependencies,false,false,false,false,false,,https://github.com/stryker-mutator/stryker/tree/master/packages/jest-runner#readme
@testing-library/dom,patchwork,7.26.5,7.28.1,7.28.1,devDependencies,false,false,false,false,false,,https://github.com/testing-library/dom-testing-library#readme
,pockets,7.5.8,7.28.1,7.28.1,devDependencies,false,false,false,false,false,,https://github.com/testing-library/dom-testing-library#readme
@testing-library/jest-dom,my-hub,5.11.4,5.11.6,5.11.6,devDependencies,false,false,false,false,false,,https://github.com/testing-library/jest-dom#readme
,permutive,5.5.0,5.11.6,5.11.6,devDependencies,false,false,false,false,false,,https://github.com/testing-library/jest-dom#readme
,pockets,5.8.0,5.11.6,5.11.6,devDependencies,false,false,false,false,false,,https://github.com/testing-library/jest-dom#readme
,post-creator,5.3.0,5.11.6,5.11.6,devDependencies,false,false,false,false,false,,https://github.com/testing-library/jest-dom#readme
,reactions,5.11.0,5.11.6,5.11.6,devDependencies,false,false,false,false,false,,https://github.com/testing-library/jest-dom#readme
@testing-library/react,my-hub,11.1.0,11.2.2,11.2.2,devDependencies,false,false,false,false,false,,https://github.com/testing-library/react-testing-library#readme
,next-current-url,10.0.4,10.4.9,11.2.2,devDependencies,false,false,false,false,false,,https://github.com/testing-library/react-testing-library#readme
,patchwork,10.0.3,10.4.9,11.2.2,devDependencies,false,false,false,false,false,,https://github.com/testing-library/react-testing-library#readme
,permutive,10.0.3,10.4.9,11.2.2,devDependencies,false,false,false,false,false,,https://github.com/testing-library/react-testing-library#readme
,pockets,10.0.4,10.4.9,11.2.2,devDependencies,false,false,false,false,false,,https://github.com/testing-library/react-testing-library#readme
,post-creator,10.0.2,10.4.9,11.2.2,devDependencies,false,false,false,false,false,,https://github.com/testing-library/react-testing-library#readme
,reactions,10.4.5,10.4.9,11.2.2,devDependencies,false,false,false,false,false,,https://github.com/testing-library/react-testing-library#readme
,recipes-frontend,10.0.4,10.4.9,11.2.2,devDependencies,false,false,false,false,false,,https://github.com/testing-library/react-testing-library#readme
,speedcurve-lux,11.0.4,11.2.2,11.2.2,devDependencies,false,false,false,false,false,,https://github.com/testing-library/react-testing-library#readme
@testing-library/react-hooks,next-current-url,3.2.1,3.7.0,3.7.0,devDependencies,false,false,false,false,false,,https://github.com/testing-library/react-hooks-testing-library#readme
,patchwork,3.2.1,3.7.0,3.7.0,devDependencies,false,false,false,false,false,,https://github.com/testing-library/react-hooks-testing-library#readme
,pockets,3.2.1,3.7.0,3.7.0,devDependencies,false,false,false,false,false,,https://github.com/testing-library/react-hooks-testing-library#readme
,post-creator,3.4.1,3.7.0,3.7.0,devDependencies,false,false,false,false,false,,https://github.com/testing-library/react-hooks-testing-library#readme
,react-use-pagination-hook,3.2.1,3.7.0,3.7.0,devDependencies,false,false,false,false,false,,https://github.com/testing-library/react-hooks-testing-library#readme
,reactions,3.3.0,3.7.0,3.7.0,devDependencies,false,false,false,false,false,,https://github.com/testing-library/react-hooks-testing-library#readme
,speedcurve-lux,3.4.2,3.7.0,3.7.0,devDependencies,false,false,false,false,false,,https://github.com/testing-library/react-hooks-testing-library#readme
@testing-library/user-event,my-hub,12.1.7,12.5.0,12.5.0,devDependencies,false,false,false,false,false,,https://github.com/testing-library/user-event#readme
,patchwork,12.2.0,12.5.0,12.5.0,devDependencies,false,false,false,false,false,,https://github.com/testing-library/user-event#readme
,pockets,10.3.5,10.4.1,12.5.0,devDependencies,false,false,false,false,false,,https://github.com/testing-library/user-event#readme
,post-creator,10.0.1,10.4.1,12.5.0,devDependencies,false,false,false,false,false,,https://github.com/testing-library/user-event#readme
,reactions,12.0.11,12.5.0,12.5.0,devDependencies,false,false,false,false,false,,https://github.com/testing-library/user-event#readme
airbnb-prop-types,patchwork,2.13.2,2.16.0,2.16.0,dependencies,false,false,false,false,false,@immediate_media/components,https://github.com/airbnb/prop-types#readme
ajv,patchwork,6.11.0,6.12.6,6.12.6,dependencies,false,false,false,false,false,@immediate_media/storybook,https://github.com/ajv-validator/ajv
app-root-path,im-pack,2.1.0,2.2.1,3.0.0,dependencies,false,false,false,false,false,,https://github.com/inxilpro/node-app-root-path
artillery,im-platform-openid-connect,1.6.0,1.6.1,1.6.1,devDependencies,false,false,false,false,false,,https://github.com/artilleryio/artillery#readme
,my-hub,1.6.0,1.6.1,1.6.1,devDependencies,false,false,false,false,false,,https://github.com/artilleryio/artillery#readme
,recipes-frontend,1.6.0,1.6.1,1.6.1,devDependencies,false,false,false,false,false,,https://github.com/artilleryio/artillery#readme
async-wait-until,patchwork,1.2.4,1.2.6,1.2.6,devDependencies,false,false,false,false,false,,https://github.com/devlato/async-wait-until#readme
,recipes-frontend,1.2.4,1.2.6,1.2.6,devDependencies,false,false,false,false,false,,https://github.com/devlato/async-wait-until#readme
autoprefixer,im-gallery,9.8.6,9.8.6,10.1.0,devDependencies,false,false,false,false,false,,https://github.com/postcss/autoprefixer#readme
,im-image-handler,9.4.8,9.8.6,10.1.0,devDependencies,false,false,false,false,false,,https://github.com/postcss/autoprefixer#readme
aws-sdk,frontend-services,2.799.0,2.805.0,2.805.0,devDependencies,false,false,false,false,false,frontend-services,https://github.com/aws/aws-sdk-js
axios,fabric-api-clients,0.19.2,0.19.2,0.21.0,dependencies,false,false,false,false,false,@immediate_media/storybook,https://github.com/axios/axios
,patchwork,0.18.0,0.18.1,0.21.0,dependencies,false,false,false,false,false,,https://github.com/axios/axios
,reactions-admin,0.20.0,0.20.0,0.21.0,dependencies,false,false,false,false,false,,https://github.com/axios/axios
axios-mock-adapter,fabric-api-clients,1.18.1,1.19.0,1.19.0,devDependencies,false,false,false,false,false,,https://github.com/ctimmerm/axios-mock-adapter#readme
babel-core,im-styleguide,6.26.0,6.26.3,6.26.3,devDependencies,false,false,false,false,false,,https://babeljs.io/
babel-eslint,im-editorial-lists,10.0.3,10.1.0,10.1.0,dependencies,false,false,false,false,false,,https://github.com/babel/babel-eslint
,im-evolok,10.0.3,10.1.0,10.1.0,devDependencies,false,false,false,false,false,,https://github.com/babel/babel-eslint
,im-listicles,10.0.1,10.1.0,10.1.0,devDependencies,false,false,false,false,false,,https://github.com/babel/babel-eslint
,im-platform-openid-connect,10.0.3,10.1.0,10.1.0,devDependencies,false,false,false,false,false,,https://github.com/babel/babel-eslint
,im-step-by-step,10.0.2,10.1.0,10.1.0,devDependencies,false,false,false,false,false,,https://github.com/babel/babel-eslint
,my-hub,10.0.3,10.1.0,10.1.0,devDependencies,false,false,false,false,false,,https://github.com/babel/babel-eslint
,next-auth,10.0.3,10.1.0,10.1.0,devDependencies,false,false,false,false,false,,https://github.com/babel/babel-eslint
,patchwork,10.0.1,10.1.0,10.1.0,devDependencies,false,false,false,false,false,,https://github.com/babel/babel-eslint
,post-creator,10.0.3,10.1.0,10.1.0,devDependencies,false,false,false,false,false,,https://github.com/babel/babel-eslint
,wcp-core,8.2.6,8.2.6,10.1.0,devDependencies,false,false,false,false,false,,https://github.com/babel/babel-eslint
babel-jest,advertising,26.0.1,26.6.3,26.6.3,devDependencies,false,false,false,false,false,,https://github.com/facebook/jest#readme
,cache-headers,26.0.1,26.6.3,26.6.3,devDependencies,false,false,false,false,false,,https://github.com/facebook/jest#readme
,consent-checker,26.1.0,26.6.3,26.6.3,devDependencies,false,false,false,false,false,,https://github.com/facebook/jest#readme
,danger,26.5.2,26.6.3,26.6.3,devDependencies,false,false,false,false,false,,https://github.com/facebook/jest#readme
,dynamic-related-content,26.0.1,26.6.3,26.6.3,devDependencies,false,false,false,false,false,,https://github.com/facebook/jest#readme
,fabric-api-clients,26.0.1,26.6.3,26.6.3,devDependencies,false,false,false,false,false,,https://github.com/facebook/jest#readme
,im-gallery,23.4.2,23.4.2,26.6.3,devDependencies,false,false,false,false,false,,https://github.com/facebook/jest#readme
,im-image-handler,23.4.2,23.4.2,26.6.3,devDependencies,false,false,false,false,false,,https://github.com/facebook/jest#readme
,im-platform-openid-connect,24.1.0,24.9.0,26.6.3,devDependencies,false,false,false,false,false,,https://github.com/facebook/jest#readme
,my-hub,24.9.0,24.9.0,26.6.3,devDependencies,false,false,false,false,false,,https://github.com/facebook/jest#readme
,next-auth,24.9.0,24.9.0,26.6.3,devDependencies,false,false,false,false,false,,https://github.com/facebook/jest#readme
,next-current-url,26.0.1,26.6.3,26.6.3,devDependencies,false,false,false,false,false,,https://github.com/facebook/jest#readme
,piano,26.6.1,26.6.3,26.6.3,devDependencies,false,false,false,false,false,,https://github.com/facebook/jest#readme
,post-creator,24.9.0,24.9.0,26.6.3,devDependencies,false,false,false,false,false,,https://github.com/facebook/jest#readme
,react-use-pagination-hook,26.0.1,26.6.3,26.6.3,devDependencies,false,false,false,false,false,,https://github.com/facebook/jest#readme
,recipes-frontend,24.9.0,24.9.0,26.6.3,devDependencies,false,false,false,false,false,,https://github.com/facebook/jest#readme
,site-config-service,24.7.1,24.9.0,26.6.3,devDependencies,false,false,false,false,false,,https://github.com/facebook/jest#readme
,static-component-generator,26.0.1,26.6.3,26.6.3,devDependencies,false,false,false,false,false,,https://github.com/facebook/jest#readme
,wcp-core,24.0.0,24.0.0,26.6.3,devDependencies,false,false,false,false,false,,https://github.com/facebook/jest#readme
,web-bff,26.0.1,26.6.3,26.6.3,devDependencies,false,false,false,false,false,,https://github.com/facebook/jest#readme
babel-loader,advertising,8.1.0,8.2.2,8.2.2,devDependencies,false,false,false,false,false,@immediate_media/storybook,https://github.com/babel/babel-loader
,im-broadcast-listings,6.4.1,6.4.1,8.2.2,devDependencies,false,false,false,false,false,,https://github.com/babel/babel-loader
,im-editorial-lists,8.0.6,8.2.2,8.2.2,dependencies,false,false,false,false,false,,https://github.com/babel/babel-loader
,im-evolok,8.0.6,8.2.2,8.2.2,devDependencies,false,false,false,false,false,,https://github.com/babel/babel-loader
,im-gallery,7.1.5,7.1.5,8.2.2,devDependencies,false,false,false,false,false,,https://github.com/babel/babel-loader
,im-image-handler,7.1.5,7.1.5,8.2.2,devDependencies,false,false,false,false,false,,https://github.com/babel/babel-loader
,im-pack,8.0.5,8.2.2,8.2.2,dependencies,false,false,false,false,false,,https://github.com/babel/babel-loader
,im-styleguide,6.4.1,6.4.1,8.2.2,devDependencies,false,false,false,false,false,,https://github.com/babel/babel-loader
,patchwork,8.1.0,8.2.2,8.2.2,devDependencies,false,false,false,false,false,,https://github.com/babel/babel-loader
,piano,8.1.0,8.2.2,8.2.2,devDependencies,false,false,false,false,false,,https://github.com/babel/babel-loader
,reactions,8.1.0,8.2.2,8.2.2,devDependencies,false,false,false,false,false,,https://github.com/babel/babel-loader
,static-component-generator,8.1.0,8.2.2,8.2.2,devDependencies,false,false,false,false,false,,https://github.com/babel/babel-loader
,wcp-core,8.0.6,8.2.2,8.2.2,devDependencies,false,false,false,false,false,,https://github.com/babel/babel-loader
babel-plugin-inline-react-svg,patchwork,1.1.1,1.1.2,1.1.2,devDependencies,false,false,false,false,false,,https://github.com/kesne/babel-plugin-inline-react-svg#readme
babel-plugin-optimize-clsx,patchwork,2.6.0,2.6.1,2.6.1,devDependencies,false,false,false,false,false,,
bootstrap,im-broadcast-listings,4.0.0-alpha.2,4.0.0-alpha.2,4.5.3,dependencies,false,false,false,false,false,@immediate_media/foundations,https://getbootstrap.com/
,im-styleguide,4.0.0-alpha.6,4.0.0-alpha.6,4.5.3,dependencies,false,false,false,false,false,,https://getbootstrap.com/
,patchwork,4.0.0-alpha.6,4.0.0-alpha.6,4.5.3,dependencies,false,false,false,false,false,,https://getbootstrap.com/
,wcp-core,4.0.0-alpha.6,4.0.0-alpha.6,4.5.3,dependencies,false,false,false,false,false,,https://getbootstrap.com/
cac,generate-user-content,6.5.6,6.6.1,6.6.1,dependencies,false,false,false,false,false,,https://github.com/egoist/cac#readme
camel-case,im-fabric-ui-automation-framework,4.1.1,4.1.2,4.1.2,dependencies,false,false,false,false,false,,https://github.com/blakeembrey/change-case/tree/master/packages/camel-case#readme
,patchwork,4.1.1,4.1.2,4.1.2,devDependencies,false,false,false,false,false,,https://github.com/blakeembrey/change-case/tree/master/packages/camel-case#readme
,stylelint-config,4.1.1,4.1.2,4.1.2,devDependencies,false,false,false,false,false,,https://github.com/blakeembrey/change-case/tree/master/packages/camel-case#readme
chai-arrays,im-fabric-ui-automation-framework,2.0.0,2.2.0,2.2.0,dependencies,false,false,false,false,false,,https://github.com/GaneshSPatil/chai-arrays#readme
chalk,aws-build,2.4.2,2.4.2,4.1.0,dependencies,false,false,false,false,false,,https://github.com/chalk/chalk#readme
,generate-user-content,3.0.0,3.0.0,4.1.0,dependencies,false,false,false,false,false,,https://github.com/chalk/chalk#readme
,wcp-core,2.4.2,2.4.2,4.1.0,devDependencies,false,false,false,false,false,,https://github.com/chalk/chalk#readme
change-case,generate-user-content,4.1.1,4.1.2,4.1.2,dependencies,false,false,false,false,false,@immediate_media/pocket-hooks,https://github.com/blakeembrey/change-case/tree/master/packages/camel-case#readme
,im-fabric-ui-automation-framework,3.1.0,3.1.0,4.1.2,dependencies,false,false,false,false,false,,https://github.com/blakeembrey/change-case/tree/master/packages/camel-case#readme
,pockets,4.1.1,4.1.2,4.1.2,dependencies,false,false,false,false,false,,https://github.com/blakeembrey/change-case/tree/master/packages/camel-case#readme
,post-creator,4.1.1,4.1.2,4.1.2,dependencies,false,false,false,false,false,,https://github.com/blakeembrey/change-case/tree/master/packages/camel-case#readme
chokidar,patchwork,3.3.1,3.4.3,3.4.3,devDependencies,false,false,false,false,false,,https://github.com/paulmillr/chokidar
chromedriver,im-styleguide,2.38.3,2.46.0,87.0.2,devDependencies,false,false,false,false,false,,https://github.com/giggio/node-chromedriver
clean-webpack-plugin,im-gallery,0.1.19,0.1.19,3.0.0,devDependencies,false,false,false,false,false,,https://github.com/johnagan/clean-webpack-plugin
,im-image-handler,0.1.19,0.1.19,3.0.0,devDependencies,false,false,false,false,false,,https://github.com/johnagan/clean-webpack-plugin
,im-pack,1.0.1,1.0.1,3.0.0,dependencies,false,false,false,false,false,,https://github.com/johnagan/clean-webpack-plugin
,wcp-core,0.1.19,0.1.19,3.0.0,devDependencies,false,false,false,false,false,,https://github.com/johnagan/clean-webpack-plugin
cli-table,semantic-release-config,0.3.1,0.3.4,0.3.4,dependencies,false,false,false,false,false,,https://github.com/Automattic/cli-table#readme
command-line-args,im-styleguide,5.0.2,5.1.1,5.1.1,devDependencies,false,false,false,false,false,,https://github.com/75lb/command-line-args#readme
commander,aws-build,2.20.0,2.20.3,6.2.0,dependencies,false,false,false,false,false,,https://github.com/tj/commander.js#readme
